what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.wsdl.validation,1.1.402.v200911251542,"org.eclipse.wst.wsdl.validation",1283842698885
started,bundle,org.eclipse.wst.wsi.ui,1.0.500.v200901141851,"org.eclipse.wst.wsi.ui",1283842698886
started,bundle,org.eclipse.wst.xml.core,1.1.402.v201001222130,"org.eclipse.wst.xml.core",1283842698974
started,bundle,org.eclipse.wst.xml.ui,1.1.2.v201001222130,"org.eclipse.wst.xml.ui",1283842698974
started,bundle,org.eclipse.wst.xsd.core,1.1.401.v200903020335,"org.eclipse.wst.xsd.core",1283842698997
started,bundle,org.eclipse.wst.xsl.core,1.0.1.v200908101420,"org.eclipse.wst.xsl.core",1283842699037
os,sysinfo,,,"macosx",1283842699041
arch,sysinfo,,,"x86",1283842699041
ws,sysinfo,,,"cocoa",1283842699041
locale,sysinfo,,,"fr_FR",1283842699041
processors,sysinfo,,,"2",1283842699041
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1283842699041
java.runtime.version,sysinfo,,,"1.6.0_20-b02-279-10M3065",1283842699041
java.specification.name,sysinfo,,,"Java Platform API Specification",1283842699041
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1283842699041
java.specification.version,sysinfo,,,"1.6",1283842699041
java.vendor,sysinfo,,,"Apple Inc.",1283842699041
java.version,sysinfo,,,"1.6.0_20",1283842699041
java.vm.info,sysinfo,,,"mixed mode",1283842699041
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1283842699041
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1283842699041
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1283842699041
java.vm.specification.version,sysinfo,,,"1.0",1283842699041
java.vm.vendor,sysinfo,,,"Apple Inc.",1283842699041
java.vm.version,sysinfo,,,"16.3-b01-279",1283842699041
started,bundle,org.eclipse.update.scheduler,3.2.200.v20081127,"org.eclipse.update.scheduler",1283842699146
